Layer Title, Color, Specimen ID
Layer 1, Blue, Untitled

Mode, Integration Time, Boxcar Width, Scans to Average
Reflectance,650 ms,2,1

Wavelength, Raw Spectrometer Data, Calibrated and Averaged Data
345.59109,1546.21640625,41.8604651162792%
345.807512991978,1548.264375,38.2978723404255%
346.023924626503,2936.7871875,100%
346.240324901463,3632.277375,0%
346.456713814747,4290.904125,0%
346.673091364243,4833.20625,100%
346.889457547838,4785.28378125,100%
347.10581236342,4800.84834375,100%
347.322155808879,4674.283875,100%
347.5384878821,4616.94075,82.8125000000004%
347.754808580973,4692.71559375,100%
347.971117903386,4711.9665,100%
348.187415847227,4608.748875,19.9999999999977%
348.403702410383,4626.36140625,100%
348.619977590742,4596.05146875,0%
348.836241386194,4592.77471875,27.0270270270275%
349.052493794625,4657.0809375,77.7777777777778%
349.268734813924,4656.67134375,60.9756097560968%
349.484964441978,4728.75984375,0%
349.701182676677,4798.800375,0%
349.917389515907,4847.54203125,0%
350.133584957557,4756.202625,25.0965250965248%
350.349768999515,4769.71921875,27.4509803921566%
350.565941639668,4806.1730625,37.7049180327871%
350.782102875906,4809.4498125,24.1758241758236%
350.998252706115,4784.8741875,5.69620253164647%
351.214391128184,4752.1066875,0%
351.430518140002,4707.051375,0%
351.646633739455,4672.6455,100%
351.862737924432,4995.81496875,0%
352.078830692821,4963.86665625,100%
352.29491204251,5104.76690625,56.6037735849043%
352.510981971387,5271.88115625,100%
352.72704047734,5243.20959375,95.588235294117%
352.943087558258,4851.63796875,78.8990825688066%
353.159123212027,4886.04384375,49.4897959183672%
353.375147436536,4935.19509375,100%
353.591160229674,4824.1951875,0%
353.807161589328,4844.26528125,100%
354.023151513386,4984.34634375,0%
354.239129999736,5065.8555,100%
354.455097046266,4936.01428125,100%
354.671052650865,4909.3906875,100%
354.886996811419,4861.8778125,49.9999999999978%
355.102929525818,4768.4904375,36.8421052631511%
355.31885079195,4699.6786875,100%
355.534760607701,4644.793125,46.276595744681%
355.750658970961,4704.18421875,73.2240437158472%
355.966545879618,4793.88525,42.4390243902441%
356.182421331558,4852.0475625,24.4897959183683%
356.398285324671,4847.1324375,0%
356.614137856845,4908.98109375,0%
356.829978925967,4919.2209375,0%
357.045808529925,4800.84834375,0%
357.261626666608,4749.649125,0%
357.477433333903,4798.800375,0%
357.693228529699,4811.907375,0%
357.909012251883,4764.80409375,27.7456647398847%
358.124784498344,4841.398125,0%
358.34054526697,4915.53459375,0%
358.556294555648,4839.35015625,9.77011494252816%
358.772032362267,4916.35378125,0%
358.987758684714,4857.37228125,0%
359.203473520878,4922.08809375,57.5999999999999%
359.419176868647,4903.656375,69.1176470588259%
359.634868725908,4888.50140625,38.0434782608688%
359.85054909055,4852.0475625,52.5641025641032%
360.066217960461,4947.48290625,0%
360.281875333528,4879.8999375,0%
360.497521207641,4861.8778125,0%
360.713155580686,4902.018,0%
360.928778450552,4874.57521875,0%
361.144389815127,4873.3464375,0%
361.359989672298,4967.553,0%
361.575578019955,4972.468125,0%
361.791154855984,4996.63415625,0%
362.006720178275,4952.39803125,54.35684647303%
362.222273984714,4967.553,52.895752895753%
362.43781627319,4881.5383125,32.7586206896563%
362.653347041591,4852.45715625,35.3591160220994%
362.868866287805,4868.84090625,21.0526315789457%
363.084374009721,4864.335375,0%
363.299870205225,4847.1324375,0%
363.515354872206,4823.78559375,100%
363.730828008553,4822.5568125,91.9999999999982%
363.946289612152,4812.31696875,37.5000000000022%
364.161739680893,4885.63425,0%
364.377178212662,4863.10659375,0%
364.592605205349,4919.2209375,0%
364.808020656841,4978.2024375,4.70588235294116%
365.023424565027,4901.60840625,0%
365.238816927793,4899.5604375,57.9439252336424%
365.454197743029,4990.49025,58.552631578948%
365.669567008622,4938.8814375,15.7894736842106%
365.88492472246,4924.95525,4.34782608695778%
366.100270882432,4938.8814375,3.89610389610358%
366.315605486425,4956.49396875,14.6739130434781%
366.530928532327,4876.21359375,19.8795180722901%
366.746240018027,4882.76709375,25.362318840581%
366.961539941412,4806.58265625,0%
367.17682830037,4838.9405625,37.9310344827573%
367.39210509279,4747.1915625,56.5217391304358%
367.607370316559,4775.45353125,29.7872340425515%
367.822623969566,4806.99225,0%
368.037866049698,4937.65265625,55.7971014492753%
368.253096554844,4947.48290625,59.5744680851101%
368.468315482891,4929.0511875,0%
368.683522831728,4953.21721875,0%
368.898718599242,4893.0069375,0%
369.113902783322,4784.055,100%
369.329075381855,4800.02915625,0%
369.544236392731,4782.82621875,0%
369.759385813835,4748.01075,0%
369.974523643058,4755.3834375,0%
370.189649878286,4732.03659375,0%
370.404764517408,4763.5753125,0%
370.619867558311,4784.8741875,0%
370.834958998885,4768.4904375,0%
371.050038837016,4868.4313125,0%
371.265107070593,4954.85559375,25.9259259259276%
371.480163697503,4871.29846875,35.0993377483434%
371.695208715636,4847.951625,34.3999999999985%
371.910242122878,4863.10659375,100%
372.125263917118,4806.58265625,100%
372.340274096245,4754.56425,100%
372.555272658145,4736.13253125,91.3978494623632%
372.770259600706,4714.4240625,58.3333333333347%
372.985234921818,4699.6786875,0%
373.200198619368,4660.3576875,0%
373.415150691244,4602.195375,0%
373.630091135334,4625.54221875,0%
373.845019949526,4729.57903125,7.14285714285569%
374.059937131708,4719.74878125,55.6701030927844%
374.274842679768,4750.87790625,42.3357664233583%
374.489736591594,4846.72284375,61.3636363636365%
374.704618865074,4895.4645,53.3632286995517%
374.919489498096,4818.460875,41.3669064748197%
375.134348488549,4769.71921875,38.0281690140848%
375.349195834319,4788.1509375,35.9073359073361%
375.564031533296,4818.87046875,45.1612903225811%
375.778855583367,4757.841,14.1843971631198%
375.993667982421,4889.32059375,27.7777777777785%
376.208468728344,4899.15084375,0%
376.423257819026,4892.18775,0%
376.638035252354,4894.23571875,0%
376.852801026216,4889.7301875,0%
377.067555138501,4777.5015,0%
377.282297587096,4847.54203125,13.6363636363649%
377.49702836989,4848.7708125,29.7142857142853%
377.711747484769,4707.8705625,4.16666666666731%
377.926454929624,4795.93321875,3.59281437125585%
378.14115070234,4928.232,0%
378.355834800808,4918.81134375,0%
378.570507222913,4994.99578125,0%
378.785167966545,5047.833375,0%
378.999817029592,4975.33528125,42.9687500000006%
379.214454409941,4912.25784375,24.8554913294796%
379.429080105481,4879.8999375,73.6196319018396%
379.643694114099,4835.25421875,60.135135135135%
379.858296433684,4998.27253125,37.5968992248058%
380.072887062124,4974.1065,9.60698689956316%
380.287465997306,4960.1803125,16.3934426229507%
380.502033237118,4966.7338125,0%
380.71658877945,4864.74496875,0%
380.931132622188,4744.734,100%
381.145664763221,4784.8741875,0%
381.360185200437,4793.88525,0%
381.574693931723,4895.4645,0%
381.789190954968,4980.25040625,0%
382.00367626806,4908.98109375,0%
382.218149868887,4936.01428125,22.8155339805817%
382.432611755336,4919.2209375,59.0909090909101%
382.647061925297,4812.7265625,100%
382.861500376656,4771.7671875,100%
383.075927107303,4844.674875,100%
383.290342115124,4795.11403125,100%
383.504745398008,4831.97746875,0%
383.719136953843,4802.48671875,0%
383.933516780517,4793.88525,0%
384.147884875918,4745.5531875,0%
384.362241237934,4795.523625,0%
384.576585864453,4793.88525,0%
384.790918753363,4809.85940625,0%
385.005239902552,4788.970125,5.68720379146874%
385.219549309909,4944.61575,1.06951871657665%
385.43384697332,4905.29475,4.61538461538413%
385.648132890675,4844.26528125,0%
385.86240705986,4976.97365625,5.26315789473598%
386.076669478765,5006.874,0%
386.290920145277,4922.90728125,1.7857142857128%
386.505159057285,4948.30209375,1.38888888889077%
386.719386212675,4937.65265625,27.0833333333339%
386.933601609337,4825.014375,3.03030303030374%
387.147805245158,4868.02171875,0%
387.361997118027,4812.31696875,0%
387.576177225831,4815.59371875,0%
387.790345566458,4791.01809375,0%
388.004502137796,4784.46459375,0%
388.218646937734,4714.83365625,0%
388.432779964159,4797.162,0%
388.64690121496,4773.81515625,0%
388.861010688024,4804.12509375,0%
389.07510838124,4824.1951875,0%
389.289194292495,4818.460875,0%
389.503268419677,4757.841,0%
389.717330760675,4809.4498125,4.68749999999626%
389.931381313377,4850.4091875,25.6410256410223%
390.14542007567,4870.0696875,8.04597701149258%
390.359447045443,5017.93303125,98.5915492957758%
390.573462220584,5020.8001875,0%
390.78746559898,4959.77071875,0%
391.001457178519,4872.93684375,0%
391.215436957091,4865.1545625,0%
391.429404932582,4747.1915625,0%
391.64336110288,4659.94809375,0%
391.857305465875,4640.28759375,21.212121212121%
392.071238019453,4671.41671875,25.2252252252268%
392.285158761503,4606.70090625,7.04225352112617%
392.499067689913,4612.025625,0.696864111498449%
392.71296480257,4643.9739375,0%
392.926850097364,4681.24696875,2.89389067524088%
393.140723572181,4717.7008125,19.0871369294602%
393.35458522491,4782.416625,24.6153846153845%
393.568435053439,4828.291125,55.2884615384625%
393.782273055656,4903.24678125,50.1831501831496%
393.996099229449,4894.6453125,11.6883116883108%
394.209913572706,4920.8593125,0%
394.423716083314,4976.15446875,0%
394.637506759163,4963.86665625,0%
394.85128559814,4913.07703125,0%
395.065052598133,4958.95153125,0%
