Layer Title, Color, Specimen ID
Layer 1, Blue, Untitled

Mode, Integration Time, Boxcar Width, Scans to Average
Reflectance,600 ms,2,1

Wavelength, Raw Spectrometer Data, Calibrated and Averaged Data
345.59109,1527.7846875,100%
345.807512991978,1599.46359375,0%
346.023924626503,2852.82046875,100%
346.240324901463,3537.251625,100%
346.456713814747,4170.89315625,100%
346.673091364243,4735.7229375,100%
346.889457547838,4697.221125,0%
347.10581236342,4709.91853125,0%
347.322155808879,4577.21015625,0%
347.5384878821,4523.14378125,19.1666666666692%
347.754808580973,4564.51275,0%
347.971117903386,4600.557,0%
348.187415847227,4527.6493125,0%
348.403702410383,4555.09209375,0%
348.619977590742,4520.276625,0%
348.836241386194,4533.383625,100%
349.052493794625,4587.04040625,100%
349.268734813924,4562.874375,86.8421052631585%
349.484964441978,4638.239625,75.7731958762894%
349.701182676677,4702.54584375,56.5420560747666%
349.917389515907,4717.7008125,52.3178807947037%
350.133584957557,4645.20271875,77.777777777778%
350.349768999515,4686.16209375,100%
350.565941639668,4718.52,100%
350.782102875906,4730.8078125,0%
350.998252706115,4740.22846875,0%
351.214391128184,4705.82259375,0%
351.430518140002,4690.667625,0%
351.646633739455,4629.63815625,100%
351.862737924432,4906.52353125,100%
352.078830692821,4868.84090625,100%
352.29491204251,5006.0548125,100%
352.510981971387,5109.68203125,85.1485148514864%
352.72704047734,5090.02153125,100%
352.943087558258,4774.63434375,100%
353.159123212027,4802.077125,100%
353.375147436536,4846.72284375,100%
353.591160229674,4752.925875,100%
353.807161589328,4798.800375,100%
354.023151513386,4873.3464375,88.6524822695029%
354.239129999736,4945.4349375,94.820717131474%
354.455097046266,4818.87046875,72.164948453608%
354.671052650865,4798.800375,71.8181818181829%
354.886996811419,4730.8078125,60.5839416058412%
355.102929525818,4697.221125,87.9432624113479%
355.31885079195,4596.05146875,42.2619047619047%
355.534760607701,4552.63453125,41.4062499999985%
355.750658970961,4621.44628125,93.9024390243901%
355.966545879618,4728.35025,100%
356.182421331558,4775.45353125,100%
356.398285324671,4811.907375,100%
356.614137856845,4859.42025,100%
356.829978925967,4850.81878125,83.0769230769233%
357.045808529925,4736.542125,47.6793248945144%
357.261626666608,4648.47946875,26.6094420600854%
357.477433333903,4723.02553125,53.617021276596%
357.693228529699,4752.925875,85.8490566037729%
357.909012251883,4705.82259375,100%
358.124784498344,4772.99596875,100%
358.34054526697,4870.0696875,93.6585365853667%
358.556294555648,4754.15465625,59.124087591241%
358.772032362267,4791.83728125,27.0627062706272%
358.987758684714,4727.12146875,22.6229508196721%
359.203473520878,4805.353875,52.4096385542172%
359.419176868647,4817.6416875,75.0000000000013%
359.634868725908,4834.0254375,79.651162790698%
359.85054909055,4815.184125,91.7197452229304%
360.066217960461,4940.92940625,86.9415807560132%
360.281875333528,4842.2173125,61.7363344051445%
360.497521207641,4793.47565625,64.7058823529411%
360.713155580686,4804.5346875,34.0540540540547%
360.928778450552,4799.20996875,69.5431472081213%
361.144389815127,4793.47565625,80.7174887892371%
361.359989672298,4902.42759375,100%
361.575578019955,4893.0069375,74.8936170212769%
361.791154855984,4924.1360625,99.2307692307682%
362.006720178275,4859.01065625,63.9344262295085%
362.222273984714,4882.76709375,84.1935483870977%
362.43781627319,4800.02915625,67.4486803519066%
362.653347041591,4775.863125,71.6510903426791%
362.868866287805,4811.49778125,82.3333333333339%
363.084374009721,4811.0881875,88.7850467289724%
363.299870205225,4779.54946875,81.7543859649132%
363.515354872206,4743.095625,100%
363.730828008553,4766.8520625,100%
363.946289612152,4737.77090625,100%
364.161739680893,4831.567875,100%
364.377178212662,4811.907375,100%
364.592605205349,4856.9626875,93.117408906882%
364.808020656841,4868.02171875,52.1929824561405%
365.023424565027,4802.077125,52.7950310559003%
365.238816927793,4788.970125,67.4698795180725%
365.454197743029,4871.7080625,67.8260869565214%
365.669567008622,4827.06234375,0%
365.88492472246,4846.72284375,0%
366.100270882432,4849.18040625,0%
366.315605486425,4863.10659375,100%
366.530928532327,4788.1509375,100%
366.746240018027,4797.57159375,100%
366.961539941412,4706.64178125,92.3976608187134%
367.17682830037,4730.8078125,75.8928571428581%
367.39210509279,4627.18059375,43.5643564356434%
367.607370316559,4641.92596875,51.3966480446922%
367.822623969566,4673.05509375,56.2500000000001%
368.037866049698,4816.41290625,92.2155688622765%
368.253096554844,4845.4940625,100%
368.468315482891,4868.4313125,100%
368.683522831728,4896.69328125,100%
368.898718599242,4878.2615625,100%
369.113902783322,4787.33175,100%
369.329075381855,4807.40184375,100%
369.544236392731,4772.586375,100%
369.759385813835,4753.33546875,94.8051948051943%
369.974523643058,4737.77090625,96.2616822429927%
370.189649878286,4706.2321875,100%
370.404764517408,4705.413,89.8395721925134%
370.619867558311,4718.52,93.3333333333326%
370.834958998885,4690.25803125,100%
371.050038837016,4779.9590625,90.6077348066303%
371.265107070593,4831.97746875,61.5942028985507%
371.480163697503,4781.18784375,74.0740740740744%
371.695208715636,4781.5974375,100%
371.910242122878,4760.2985625,83.5227272727282%
372.125263917118,4688.61965625,73.6196319018406%
372.340274096245,4655.03296875,74.7663551401863%
372.555272658145,4635.37246875,100%
372.770259600706,4600.14740625,46.5517241379306%
372.985234921818,4609.15846875,56.8807339449523%
373.200198619368,4596.87065625,67.5675675675648%
373.415150691244,4545.6714375,87.2340425531896%
373.630091135334,4540.34671875,53.2894736842108%
373.845019949526,4617.35034375,85.9296482412055%
374.059937131708,4618.579125,73.9130434782599%
374.274842679768,4632.91490625,70.5882352941172%
374.489736591594,4706.64178125,67.2727272727268%
374.704618865074,4777.91109375,100%
374.919489498096,4720.9775625,72.3809523809525%
375.134348488549,4664.453625,28.5714285714295%
375.349195834319,4683.70453125,54.5454545454555%
375.564031533296,4720.158375,77.777777777775%
375.778855583367,4668.5495625,0%
375.993667982421,4768.90003125,0%
376.208468728344,4791.83728125,100%
376.423257819026,4797.162,0%
376.638035252354,4820.09925,100%
376.852801026216,4810.269,97.6000000000002%
377.067555138501,4739.40928125,78.1512605042021%
377.282297587096,4811.907375,76.3736263736267%
377.49702836989,4781.18784375,30.5785123966944%
377.711747484769,4666.50159375,39.166666666667%
377.926454929624,4761.52734375,54.8076923076931%
378.14115070234,4879.49034375,71.4285714285719%
378.355834800808,4866.7929375,77.6255707762561%
378.570507222913,4946.254125,100%
378.785167966545,4976.5640625,100%
378.999817029592,4896.69328125,100%
379.214454409941,4825.8335625,100%
379.429080105481,4786.10296875,100%
379.643694114099,4757.841,100%
379.858296433684,4929.870375,100%
380.072887062124,4904.88515625,0%
380.287465997306,4878.2615625,0%
380.502033237118,4893.826125,0%
380.71658877945,4803.30590625,100%
380.931132622188,4645.6123125,100%
381.145664763221,4692.71559375,66.1538461538431%
381.360185200437,4697.221125,59.3220338983049%
381.574693931723,4794.7044375,51.0489510489517%
381.789190954968,4885.63425,79.4701986754989%
382.00367626806,4837.3021875,88.2882882882881%
382.218149868887,4832.3870625,95.5696202531641%
382.432611755336,4838.121375,100%
382.647061925297,4735.31334375,100%
382.861500376656,4689.8484375,95.0819672131144%
383.075927107303,4771.35759375,76.3250883392221%
383.290342115124,4729.57903125,100%
383.504745398008,4770.53840625,91.5254237288141%
383.719136953843,4752.925875,100%
383.933516780517,4730.8078125,100%
384.147884875918,4684.9333125,100%
384.362241237934,4763.5753125,100%
384.576585864453,4772.17678125,100%
384.790918753363,4789.37971875,100%
385.005239902552,4768.90003125,100%
385.219549309909,4886.86303125,100%
385.43384697332,4825.014375,78.7096774193565%
385.648132890675,4754.97384375,75.3554502369665%
385.86240705986,4867.612125,64.159292035399%
386.076669478765,4905.70434375,47.445255474453%
386.290920145277,4816.41290625,67.4509803921562%
386.505159057285,4852.0475625,72.5925925925917%
386.719386212675,4834.844625,63.5714285714288%
386.933601609337,4727.94065625,67.9536679536689%
387.147805245158,4761.52734375,63.1578947368418%
387.361997118027,4737.77090625,60.7594936708866%
387.576177225831,4749.649125,58.0838323353307%
387.790345566458,4739.40928125,48.0314960629929%
388.004502137796,4727.12146875,0%
388.218646937734,4667.730375,31.538461538463%
388.432779964159,4765.2136875,100%
388.64690121496,4725.48309375,0%
388.861010688024,4777.5015,0%
389.07510838124,4792.65646875,100%
389.289194292495,4800.43875,100%
389.503268419677,4728.35025,92.2680412371141%
389.717330760675,4768.90003125,84.6491228070169%
389.931381313377,4781.18784375,51.3422818791946%
390.14542007567,4794.7044375,50.8305647840536%
390.359447045443,4920.040125,53.6277602523675%
390.573462220584,4965.50503125,54.575163398693%
390.78746559898,4930.27996875,64.690026954178%
391.001457178519,4861.058625,79.2452830188679%
391.215436957091,4858.6010625,84.5697329376852%
391.429404932582,4745.5531875,83.4482758620684%
391.64336110288,4603.0145625,100%
391.857305465875,4570.65665625,100%
392.071238019453,4571.47584375,62.1495327102811%
392.285158761503,4523.14378125,58.1081081081073%
392.499067689913,4539.937125,54.3352601156071%
392.71296480257,4569.01828125,40.476190476191%
392.926850097364,4577.61975,23.4875444839858%
393.140723572181,4605.88171875,54.8701298701297%
393.35458522491,4654.623375,65.9025787965616%
